"STATION","DATE","PRCP","TMAX","TMIN"
"USC00186350","2016-11-10","0.14","69","36"
"USC00186350","2016-11-11","0.00","61","38"
"USC00186350","2016-11-12","0.00","65","35"
"USC00186350","2016-11-13","0.00","53","31"
"USC00186350","2016-11-14","0.00","64","32"
"USC00186350","2016-11-15","0.00","58","32"
"USC00186350","2016-11-16","0.00","64","37"
"USC00186350","2016-11-17","0.02","64","37"
"USC00186350","2016-11-18","0.00","62","37"
"USC00186350","2016-11-19","0.00","72","37"
"USC00186350","2016-11-20","0.00","71","38"
"USC00186350","2016-11-21","0.00","46","35"
"USC00186350","2016-11-22","0.00","45","32"
"USC00186350","2016-11-23","0.00","49","27"
"USC00186350","2016-11-24","0.00","52","27"
"USC00186350","2016-11-25","0.00","61","43"
"USC00186350","2016-11-26","0.00","59","41"
"USC00186350","2016-11-27","0.00","51","34"
"USC00186350","2016-11-28","0.00","52","30"
"USC00186350","2016-11-29","0.03","54","30"
"USC00186350","2016-11-30","0.16","65","49"
"USC00186350","2016-12-01","0.63","74","51"
"USC00186350","2016-12-02","0.00","57","43"
"USC00186350","2016-12-03","0.00","52","42"
"USC00186350","2016-12-04","0.00","50","37"
"USC00186350","2016-12-05","0.34","47","40"
"USC00186350","2016-12-06","0.00","55","41"
"USC00186350","2016-12-07","1.06","51","41"
"USC00186350","2016-12-08","0.00","50","32"
"USC00186350","2016-12-09","0.00","47","30"
"USC00186350","2016-12-10","0.00","39","28"
"USC00186350","2016-12-11","0.00","36","25"
"USC00186350","2016-12-12","0.17","46","31"
"USC00186350","2016-12-13","0.00","54","36"
"USC00186350","2016-12-14","0.00","47","36"
"USC00186350","2016-12-15","0.00","47","28"
"USC00186350","2016-12-16","0.00","28","16"
"USC00186350","2016-12-17","0.80","30","17"
"USC00186350","2016-12-18","0.07","60","17"
"USC00186350","2016-12-19","0.00","65","31"
"USC00186350","2016-12-20","0.00","36","22"
"USC00186350","2016-12-21","0.00","37","23"
"USC00186350","2016-12-22","0.00","49","26"
"USC00186350","2016-12-23","0.00","57","28"
"USC00186350","2016-12-24","0.55","47","29"
"USC00186350","2016-12-25","0.08","51","34"
"USC00186350","2016-12-26","0.00","50","32"
"USC00186350","2016-12-27","0.00","57","39"
"USC00186350","2016-12-28","0.00","65","37"
"USC00186350","2016-12-29","0.24","49","32"
"USC00186350","2016-12-30","0.00","50","34"
"USC00186350","2016-12-31","0.00","42","27"
