,Year,Month,Day,startdate,timeDelt,startweekday,totalRents,timeDelt_sq,holiday,date,station,precip,tmax,tmin,tmax_sq,tmin_sq,startdate2,day_0,day_1,day_2,day_3,day_4,day_5,day_6
172,2015,6,22,2015-06-22,172,0,11263,29584,0.0,,USC00186350,0.0,93.0,75.0,8649.0,5625.0,2015-06-22,1,0,0,0,0,0,0
173,2015,6,23,2015-06-23,173,1,9190,29929,0.0,,USC00186350,0.0,92.0,77.0,8464.0,5929.0,2015-06-23,0,1,0,0,0,0,0
174,2015,6,24,2015-06-24,174,2,12590,30276,0.0,,USC00186350,1.1,95.0,69.0,9025.0,4761.0,2015-06-24,0,0,1,0,0,0,0
175,2015,6,25,2015-06-25,175,3,11131,30625,0.0,,USC00186350,0.0,85.0,65.0,7225.0,4225.0,2015-06-25,0,0,0,1,0,0,0
176,2015,6,26,2015-06-26,176,4,13042,30976,0.0,,USC00186350,0.65,86.0,70.0,7396.0,4900.0,2015-06-26,0,0,0,0,1,0,0
177,2015,6,27,2015-06-27,177,5,3305,31329,0.0,,USC00186350,0.19,80.0,68.0,6400.0,4624.0,2015-06-27,0,0,0,0,0,1,0
178,2015,6,28,2015-06-28,178,6,11621,31684,0.0,,USC00186350,2.61,83.0,67.0,6889.0,4489.0,2015-06-28,0,0,0,0,0,0,1
179,2015,6,29,2015-06-29,179,0,12205,32041,0.0,,USC00186350,0.0,79.0,64.0,6241.0,4096.0,2015-06-29,1,0,0,0,0,0,0
180,2015,6,30,2015-06-30,180,1,11980,32400,0.0,,USC00186350,0.0,84.0,61.0,7056.0,3721.0,2015-06-30,0,1,0,0,0,0,0
181,2015,7,1,2015-07-01,181,2,11223,32761,0.0,,USC00186350,1.07,84.0,68.0,7056.0,4624.0,2015-07-01,0,0,1,0,0,0,0
182,2015,7,2,2015-07-02,182,3,11257,33124,0.0,,USC00186350,0.34,87.0,67.0,7569.0,4489.0,2015-07-02,0,0,0,1,0,0,0
183,2015,7,3,2015-07-03,183,4,12791,33489,0.0,,USC00186350,0.0,75.0,63.0,5625.0,3969.0,2015-07-03,0,0,0,0,1,0,0
184,2015,7,4,2015-07-04,184,5,10288,33856,0.0,,USC00186350,0.08,85.0,68.0,7225.0,4624.0,2015-07-04,0,0,0,0,0,1,0
185,2015,7,5,2015-07-05,185,6,12199,34225,0.0,,USC00186350,0.51,82.0,66.0,6724.0,4356.0,2015-07-05,0,0,0,0,0,0,1
186,2015,7,6,2015-07-06,186,0,10902,34596,0.0,,USC00186350,0.03,86.0,71.0,7396.0,5041.0,2015-07-06,1,0,0,0,0,0,0
187,2015,7,7,2015-07-07,187,1,12223,34969,0.0,,USC00186350,0.12,88.0,68.0,7744.0,4624.0,2015-07-07,0,1,0,0,0,0,0
188,2015,7,8,2015-07-08,188,2,9495,35344,0.0,,USC00186350,0.0,87.0,67.0,7569.0,4489.0,2015-07-08,0,0,1,0,0,0,0
189,2015,7,9,2015-07-09,189,3,11045,35721,0.0,,USC00186350,0.31,90.0,70.0,8100.0,4900.0,2015-07-09,0,0,0,1,0,0,0
190,2015,7,10,2015-07-10,190,4,13013,36100,0.0,,USC00186350,0.08,91.0,74.0,8281.0,5476.0,2015-07-10,0,0,0,0,1,0,0
191,2015,7,11,2015-07-11,191,5,12420,36481,0.0,,USC00186350,0.03,92.0,71.0,8464.0,5041.0,2015-07-11,0,0,0,0,0,1,0
192,2015,7,12,2015-07-12,192,6,11711,36864,0.0,,USC00186350,0.0,88.0,66.0,7744.0,4356.0,2015-07-12,0,0,0,0,0,0,1
193,2015,7,13,2015-07-13,193,0,10224,37249,0.0,,USC00186350,0.0,87.0,70.0,7569.0,4900.0,2015-07-13,1,0,0,0,0,0,0
194,2015,7,14,2015-07-14,194,1,11591,37636,0.0,,USC00186350,0.02,81.0,72.0,6561.0,5184.0,2015-07-14,0,1,0,0,0,0,0
195,2015,7,15,2015-07-15,195,2,12088,38025,0.0,,USC00186350,0.0,89.0,71.0,7921.0,5041.0,2015-07-15,0,0,1,0,0,0,0
196,2015,7,16,2015-07-16,196,3,13257,38416,0.0,,USC00186350,0.0,87.0,64.0,7569.0,4096.0,2015-07-16,0,0,0,1,0,0,0
197,2015,7,17,2015-07-17,197,4,12627,38809,0.0,,USC00186350,0.0,85.0,67.0,7225.0,4489.0,2015-07-17,0,0,0,0,1,0,0
198,2015,7,18,2015-07-18,198,5,11096,39204,0.0,,USC00186350,0.0,83.0,75.0,6889.0,5625.0,2015-07-18,0,0,0,0,0,1,0
199,2015,7,19,2015-07-19,199,6,10148,39601,0.0,,USC00186350,0.06,89.0,78.0,7921.0,6084.0,2015-07-19,0,0,0,0,0,0,1
200,2015,7,20,2015-07-20,200,0,10856,40000,0.0,,USC00186350,0.0,95.0,81.0,9025.0,6561.0,2015-07-20,1,0,0,0,0,0,0
201,2015,7,21,2015-07-21,201,1,11811,40401,0.0,,USC00186350,0.0,94.0,79.0,8836.0,6241.0,2015-07-21,0,1,0,0,0,0,0
202,2015,7,22,2015-07-22,202,2,12934,40804,0.0,,USC00186350,0.0,92.0,70.0,8464.0,4900.0,2015-07-22,0,0,1,0,0,0,0
203,2015,7,23,2015-07-23,203,3,12992,41209,0.0,,USC00186350,0.0,87.0,66.0,7569.0,4356.0,2015-07-23,0,0,0,1,0,0,0
204,2015,7,24,2015-07-24,204,4,13339,41616,0.0,,USC00186350,0.0,86.0,63.0,7396.0,3969.0,2015-07-24,0,0,0,0,1,0,0
205,2015,7,25,2015-07-25,205,5,12902,42025,0.0,,USC00186350,0.0,88.0,66.0,7744.0,4356.0,2015-07-25,0,0,0,0,0,1,0
206,2015,7,26,2015-07-26,206,6,11314,42436,0.0,,USC00186350,0.0,91.0,72.0,8281.0,5184.0,2015-07-26,0,0,0,0,0,0,1
207,2015,7,27,2015-07-27,207,0,10919,42849,0.0,,USC00186350,0.48,97.0,72.0,9409.0,5184.0,2015-07-27,1,0,0,0,0,0,0
208,2015,7,28,2015-07-28,208,1,11976,43264,0.0,,USC00186350,0.11,87.0,75.0,7569.0,5625.0,2015-07-28,0,1,0,0,0,0,0
209,2015,7,29,2015-07-29,209,2,12170,43681,0.0,,USC00186350,0.0,93.0,77.0,8649.0,5929.0,2015-07-29,0,0,1,0,0,0,0
210,2015,7,30,2015-07-30,210,3,10808,44100,0.0,,USC00186350,0.0,92.0,78.0,8464.0,6084.0,2015-07-30,0,0,0,1,0,0,0
211,2015,7,31,2015-07-31,211,4,12396,44521,0.0,,USC00186350,0.64,93.0,68.0,8649.0,4624.0,2015-07-31,0,0,0,0,1,0,0
212,2015,8,1,2015-08-01,212,5,12043,44944,0.0,,USC00186350,0.0,91.0,71.0,8281.0,5041.0,2015-08-01,0,0,0,0,0,1,0
213,2015,8,2,2015-08-02,213,6,11447,45369,0.0,,USC00186350,0.0,92.0,68.0,8464.0,4624.0,2015-08-02,0,0,0,0,0,0,1
214,2015,8,3,2015-08-03,214,0,12085,45796,0.0,,USC00186350,0.0,90.0,70.0,8100.0,4900.0,2015-08-03,1,0,0,0,0,0,0
215,2015,8,4,2015-08-04,215,1,11626,46225,0.0,,USC00186350,0.0,92.0,72.0,8464.0,5184.0,2015-08-04,0,1,0,0,0,0,0
216,2015,8,5,2015-08-05,216,2,12501,46656,0.0,,USC00186350,0.0,94.0,72.0,8836.0,5184.0,2015-08-05,0,0,1,0,0,0,0
217,2015,8,6,2015-08-06,217,3,12617,47089,0.0,,USC00186350,0.0,92.0,70.0,8464.0,4900.0,2015-08-06,0,0,0,1,0,0,0
218,2015,8,7,2015-08-07,218,4,12181,47524,0.0,,USC00186350,0.03,81.0,67.0,6561.0,4489.0,2015-08-07,0,0,0,0,1,0,0
219,2015,8,8,2015-08-08,219,5,12970,47961,0.0,,USC00186350,0.0,81.0,68.0,6561.0,4624.0,2015-08-08,0,0,0,0,0,1,0
220,2015,8,9,2015-08-09,220,6,11651,48400,0.0,,USC00186350,0.0,87.0,68.0,7569.0,4624.0,2015-08-09,0,0,0,0,0,0,1
221,2015,8,10,2015-08-10,221,0,10494,48841,0.0,,USC00186350,0.5,89.0,72.0,7921.0,5184.0,2015-08-10,1,0,0,0,0,0,0
222,2015,8,11,2015-08-11,222,1,11342,49284,0.0,,USC00186350,0.31,77.0,72.0,5929.0,5184.0,2015-08-11,0,1,0,0,0,0,0
223,2015,8,12,2015-08-12,223,2,12485,49729,0.0,,USC00186350,0.05,90.0,71.0,8100.0,5041.0,2015-08-12,0,0,1,0,0,0,0
224,2015,8,13,2015-08-13,224,3,12435,50176,0.0,,USC00186350,0.0,87.0,67.0,7569.0,4489.0,2015-08-13,0,0,0,1,0,0,0
225,2015,8,14,2015-08-14,225,4,12549,50625,0.0,,USC00186350,0.0,85.0,60.0,7225.0,3600.0,2015-08-14,0,0,0,0,1,0,0
226,2015,8,15,2015-08-15,226,5,12082,51076,0.0,,USC00186350,0.0,89.0,66.0,7921.0,4356.0,2015-08-15,0,0,0,0,0,1,0
227,2015,8,16,2015-08-16,227,6,10192,51529,0.0,,USC00186350,0.0,91.0,66.0,8281.0,4356.0,2015-08-16,0,0,0,0,0,0,1
228,2015,8,17,2015-08-17,228,0,10971,51984,0.0,,USC00186350,0.0,94.0,70.0,8836.0,4900.0,2015-08-17,1,0,0,0,0,0,0
229,2015,8,18,2015-08-18,229,1,11595,52441,0.0,,USC00186350,0.0,95.0,72.0,9025.0,5184.0,2015-08-18,0,1,0,0,0,0,0
230,2015,8,19,2015-08-19,230,2,11966,52900,0.0,,USC00186350,0.0,90.0,74.0,8100.0,5476.0,2015-08-19,0,0,1,0,0,0,0
231,2015,8,20,2015-08-20,231,3,10192,53361,0.0,,USC00186350,0.2,92.0,68.0,8464.0,4624.0,2015-08-20,0,0,0,1,0,0,0
232,2015,8,21,2015-08-21,232,4,12902,53824,0.0,,USC00186350,0.03,89.0,70.0,7921.0,4900.0,2015-08-21,0,0,0,0,1,0,0
233,2015,8,22,2015-08-22,233,5,12339,54289,0.0,,USC00186350,0.0,88.0,61.0,7744.0,3721.0,2015-08-22,0,0,0,0,0,1,0
234,2015,8,23,2015-08-23,234,6,10981,54756,0.0,,USC00186350,0.0,87.0,60.0,7569.0,3600.0,2015-08-23,0,0,0,0,0,0,1
235,2015,8,24,2015-08-24,235,0,10283,55225,0.0,,USC00186350,0.0,87.0,66.0,7569.0,4356.0,2015-08-24,1,0,0,0,0,0,0
236,2015,8,25,2015-08-25,236,1,12672,55696,0.0,,USC00186350,0.28,90.0,67.0,8100.0,4489.0,2015-08-25,0,1,0,0,0,0,0
237,2015,8,26,2015-08-26,237,2,12330,56169,0.0,,USC00186350,0.0,86.0,65.0,7396.0,4225.0,2015-08-26,0,0,1,0,0,0,0
238,2015,8,27,2015-08-27,238,3,12406,56644,0.0,,USC00186350,0.0,81.0,59.0,6561.0,3481.0,2015-08-27,0,0,0,1,0,0,0
239,2015,8,28,2015-08-28,239,4,12210,57121,0.0,,USC00186350,0.0,82.0,60.0,6724.0,3600.0,2015-08-28,0,0,0,0,1,0,0
240,2015,8,29,2015-08-29,240,5,11526,57600,0.0,,USC00186350,0.0,85.0,64.0,7225.0,4096.0,2015-08-29,0,0,0,0,0,1,0
241,2015,8,30,2015-08-30,241,6,10188,58081,0.0,,USC00186350,0.0,90.0,68.0,8100.0,4624.0,2015-08-30,0,0,0,0,0,0,1
242,2015,8,31,2015-08-31,242,0,11052,58564,0.0,,USC00186350,0.0,87.0,73.0,7569.0,5329.0,2015-08-31,1,0,0,0,0,0,0
243,2015,9,1,2015-09-01,243,1,11522,59049,0.0,,USC00186350,0.0,90.0,72.0,8100.0,5184.0,2015-09-01,0,1,0,0,0,0,0
244,2015,9,2,2015-09-02,244,2,11378,59536,0.0,,USC00186350,0.0,94.0,74.0,8836.0,5476.0,2015-09-02,0,0,1,0,0,0,0
245,2015,9,3,2015-09-03,245,3,11131,60025,0.0,,USC00186350,0.0,93.0,72.0,8649.0,5184.0,2015-09-03,0,0,0,1,0,0,0
246,2015,9,4,2015-09-04,246,4,11050,60516,0.0,,USC00186350,0.17,95.0,74.0,9025.0,5476.0,2015-09-04,0,0,0,0,1,0,0
247,2015,9,5,2015-09-05,247,5,10867,61009,0.0,,USC00186350,0.0,93.0,73.0,8649.0,5329.0,2015-09-05,0,0,0,0,0,1,0
248,2015,9,6,2015-09-06,248,6,12400,61504,0.0,,USC00186350,0.0,87.0,65.0,7569.0,4225.0,2015-09-06,0,0,0,0,0,0,1
249,2015,9,7,2015-09-07,249,0,10351,62001,0.0,,USC00186350,0.0,89.0,64.0,7921.0,4096.0,2015-09-07,1,0,0,0,0,0,0
250,2015,9,8,2015-09-08,250,1,10965,62500,0.0,,USC00186350,0.0,92.0,71.0,8464.0,5041.0,2015-09-08,0,1,0,0,0,0,0
251,2015,9,9,2015-09-09,251,2,11065,63001,0.0,,USC00186350,0.0,94.0,72.0,8836.0,5184.0,2015-09-09,0,0,1,0,0,0,0
252,2015,9,10,2015-09-10,252,3,10356,63504,0.0,,USC00186350,0.12,94.0,73.0,8836.0,5329.0,2015-09-10,0,0,0,1,0,0,0
253,2015,9,11,2015-09-11,253,4,12167,64009,0.0,,USC00186350,0.0,84.0,66.0,7056.0,4356.0,2015-09-11,0,0,0,0,1,0,0
254,2015,9,12,2015-09-12,254,5,6665,64516,0.0,,USC00186350,0.0,87.0,63.0,7569.0,3969.0,2015-09-12,0,0,0,0,0,1,0
255,2015,9,13,2015-09-13,255,6,10397,65025,0.0,,USC00186350,0.18,81.0,63.0,6561.0,3969.0,2015-09-13,0,0,0,0,0,0,1
256,2015,9,14,2015-09-14,256,0,11156,65536,0.0,,USC00186350,0.0,73.0,56.0,5329.0,3136.0,2015-09-14,1,0,0,0,0,0,0
257,2015,9,15,2015-09-15,257,1,11943,66049,0.0,,USC00186350,0.0,80.0,54.0,6400.0,2916.0,2015-09-15,0,1,0,0,0,0,0
258,2015,9,16,2015-09-16,258,2,11938,66564,0.0,,USC00186350,0.0,85.0,57.0,7225.0,3249.0,2015-09-16,0,0,1,0,0,0,0
259,2015,9,17,2015-09-17,259,3,11949,67081,0.0,,USC00186350,0.0,86.0,59.0,7396.0,3481.0,2015-09-17,0,0,0,1,0,0,0
260,2015,9,18,2015-09-18,260,4,11956,67600,0.0,,USC00186350,0.0,88.0,61.0,7744.0,3721.0,2015-09-18,0,0,0,0,1,0,0
261,2015,9,19,2015-09-19,261,5,11580,68121,0.0,,USC00186350,0.0,88.0,63.0,7744.0,3969.0,2015-09-19,0,0,0,0,0,1,0
262,2015,9,20,2015-09-20,262,6,10998,68644,0.0,,USC00186350,0.0,89.0,70.0,7921.0,4900.0,2015-09-20,0,0,0,0,0,0,1
263,2015,9,21,2015-09-21,263,0,7816,69169,0.0,,USC00186350,0.0,81.0,62.0,6561.0,3844.0,2015-09-21,1,0,0,0,0,0,0
264,2015,9,22,2015-09-22,264,1,11952,69696,0.0,,USC00186350,0.24,70.0,63.0,4900.0,3969.0,2015-09-22,0,1,0,0,0,0,0
265,2015,9,23,2015-09-23,265,2,12773,70225,0.0,,USC00186350,0.0,75.0,59.0,5625.0,3481.0,2015-09-23,0,0,1,0,0,0,0
266,2015,9,24,2015-09-24,266,3,12514,70756,0.0,,USC00186350,0.0,81.0,56.0,6561.0,3136.0,2015-09-24,0,0,0,1,0,0,0
267,2015,9,25,2015-09-25,267,4,11403,71289,0.0,,USC00186350,0.0,80.0,58.0,6400.0,3364.0,2015-09-25,0,0,0,0,1,0,0
268,2015,9,26,2015-09-26,268,5,11038,71824,0.0,,USC00186350,0.0,73.0,63.0,5329.0,3969.0,2015-09-26,0,0,0,0,0,1,0
269,2015,9,27,2015-09-27,269,6,9979,72361,0.0,,USC00186350,0.0,74.0,61.0,5476.0,3721.0,2015-09-27,0,0,0,0,0,0,1
270,2015,9,28,2015-09-28,270,0,11305,72900,0.0,,USC00186350,0.0,75.0,61.0,5625.0,3721.0,2015-09-28,1,0,0,0,0,0,0
271,2015,9,29,2015-09-29,271,1,7240,73441,0.0,,USC00186350,0.0,83.0,66.0,6889.0,4356.0,2015-09-29,0,1,0,0,0,0,0
272,2015,9,30,2015-09-30,272,2,10184,73984,0.0,,USC00186350,2.13,85.0,71.0,7225.0,5041.0,2015-09-30,0,0,1,0,0,0,0
273,2015,10,1,2015-10-01,273,3,4799,74529,0.0,,USC00186350,0.22,76.0,60.0,5776.0,3600.0,2015-10-01,0,0,0,1,0,0,0
274,2015,10,2,2015-10-02,274,4,2079,75076,0.0,,USC00186350,0.98,67.0,61.0,4489.0,3721.0,2015-10-02,0,0,0,0,1,0,0
275,2015,10,3,2015-10-03,275,5,4050,75625,0.0,,USC00186350,1.15,61.0,59.0,3721.0,3481.0,2015-10-03,0,0,0,0,0,1,0
276,2015,10,4,2015-10-04,276,6,6624,76176,0.0,,USC00186350,0.1,70.0,61.0,4900.0,3721.0,2015-10-04,0,0,0,0,0,0,1
277,2015,10,5,2015-10-05,277,0,10445,76729,0.0,,USC00186350,0.01,62.0,51.0,3844.0,2601.0,2015-10-05,1,0,0,0,0,0,0
278,2015,10,6,2015-10-06,278,1,11551,77284,0.0,,USC00186350,0.0,70.0,47.0,4900.0,2209.0,2015-10-06,0,1,0,0,0,0,0
279,2015,10,7,2015-10-07,279,2,11734,77841,0.0,,USC00186350,0.0,74.0,51.0,5476.0,2601.0,2015-10-07,0,0,1,0,0,0,0
280,2015,10,8,2015-10-08,280,3,11711,78400,0.0,,USC00186350,0.0,77.0,56.0,5929.0,3136.0,2015-10-08,0,0,0,1,0,0,0
281,2015,10,9,2015-10-09,281,4,10501,78961,0.0,,USC00186350,0.0,78.0,56.0,6084.0,3136.0,2015-10-09,0,0,0,0,1,0,0
282,2015,10,10,2015-10-10,282,5,10269,79524,0.0,,USC00186350,0.49,80.0,54.0,6400.0,2916.0,2015-10-10,0,0,0,0,0,1,0
283,2015,10,11,2015-10-11,283,6,10491,80089,0.0,,USC00186350,0.0,66.0,44.0,4356.0,1936.0,2015-10-11,0,0,0,0,0,0,1
284,2015,10,12,2015-10-12,284,0,10495,80656,0.0,,USC00186350,0.0,72.0,46.0,5184.0,2116.0,2015-10-12,1,0,0,0,0,0,0
285,2015,10,13,2015-10-13,285,1,10803,81225,0.0,,USC00186350,0.0,76.0,57.0,5776.0,3249.0,2015-10-13,0,1,0,0,0,0,0
286,2015,10,14,2015-10-14,286,2,11406,81796,0.0,,USC00186350,0.0,78.0,51.0,6084.0,2601.0,2015-10-14,0,0,1,0,0,0,0
287,2015,10,15,2015-10-15,287,3,11506,82369,0.0,,USC00186350,0.0,71.0,50.0,5041.0,2500.0,2015-10-15,0,0,0,1,0,0,0
288,2015,10,16,2015-10-16,288,4,11263,82944,0.0,,USC00186350,0.0,68.0,48.0,4624.0,2304.0,2015-10-16,0,0,0,0,1,0,0
289,2015,10,17,2015-10-17,289,5,8782,83521,0.0,,USC00186350,0.0,67.0,42.0,4489.0,1764.0,2015-10-17,0,0,0,0,0,1,0
290,2015,10,18,2015-10-18,290,6,6978,84100,0.0,,USC00186350,0.0,58.0,39.0,3364.0,1521.0,2015-10-18,0,0,0,0,0,0,1
291,2015,10,19,2015-10-19,291,0,9074,84681,0.0,,USC00186350,0.0,54.0,33.0,2916.0,1089.0,2015-10-19,1,0,0,0,0,0,0
292,2015,10,20,2015-10-20,292,1,10036,85264,0.0,,USC00186350,0.0,58.0,34.0,3364.0,1156.0,2015-10-20,0,1,0,0,0,0,0
293,2015,10,21,2015-10-21,293,2,10678,85849,0.0,,USC00186350,0.0,69.0,43.0,4761.0,1849.0,2015-10-21,0,0,1,0,0,0,0
294,2015,10,22,2015-10-22,294,3,11287,86436,0.0,,USC00186350,0.0,76.0,45.0,5776.0,2025.0,2015-10-22,0,0,0,1,0,0,0
295,2015,10,23,2015-10-23,295,4,11470,87025,0.0,,USC00186350,0.0,78.0,47.0,6084.0,2209.0,2015-10-23,0,0,0,0,1,0,0
296,2015,10,24,2015-10-24,296,5,9730,87616,0.0,,USC00186350,0.0,70.0,43.0,4900.0,1849.0,2015-10-24,0,0,0,0,0,1,0
297,2015,10,25,2015-10-25,297,6,8587,88209,0.0,,USC00186350,0.04,62.0,47.0,3844.0,2209.0,2015-10-25,0,0,0,0,0,0,1
298,2015,10,26,2015-10-26,298,0,9973,88804,0.0,,USC00186350,0.03,71.0,43.0,5041.0,1849.0,2015-10-26,1,0,0,0,0,0,0
299,2015,10,27,2015-10-27,299,1,9797,89401,0.0,,USC00186350,0.0,60.0,39.0,3600.0,1521.0,2015-10-27,0,1,0,0,0,0,0
300,2015,10,28,2015-10-28,300,2,5179,90000,0.0,,USC00186350,0.04,65.0,43.0,4225.0,1849.0,2015-10-28,0,0,1,0,0,0,0
301,2015,10,29,2015-10-29,301,3,10632,90601,0.0,,USC00186350,0.84,71.0,64.0,5041.0,4096.0,2015-10-29,0,0,0,1,0,0,0
302,2015,10,30,2015-10-30,302,4,9700,91204,0.0,,USC00186350,0.0,74.0,48.0,5476.0,2304.0,2015-10-30,0,0,0,0,1,0,0
303,2015,10,31,2015-10-31,303,5,8721,91809,0.0,,USC00186350,0.0,60.0,38.0,3600.0,1444.0,2015-10-31,0,0,0,0,0,1,0
304,2015,11,1,2015-11-01,304,6,7211,92416,0.0,,USC00186350,0.05,61.0,40.0,3721.0,1600.0,2015-11-01,0,0,0,0,0,0,1
305,2015,11,2,2015-11-02,305,0,9446,93025,0.0,,USC00186350,0.01,67.0,54.0,4489.0,2916.0,2015-11-02,1,0,0,0,0,0,0
306,2015,11,3,2015-11-03,306,1,10508,93636,0.0,,USC00186350,0.0,66.0,42.0,4356.0,1764.0,2015-11-03,0,1,0,0,0,0,0
307,2015,11,4,2015-11-04,307,2,10822,94249,0.0,,USC00186350,0.0,75.0,44.0,5625.0,1936.0,2015-11-04,0,0,1,0,0,0,0
308,2015,11,5,2015-11-05,308,3,10553,94864,0.0,,USC00186350,0.24,76.0,50.0,5776.0,2500.0,2015-11-05,0,0,0,1,0,0,0
309,2015,11,6,2015-11-06,309,4,11609,95481,0.0,,USC00186350,0.02,74.0,60.0,5476.0,3600.0,2015-11-06,0,0,0,0,1,0,0
310,2015,11,7,2015-11-07,310,5,5610,96100,0.0,,USC00186350,0.08,79.0,61.0,6241.0,3721.0,2015-11-07,0,0,0,0,0,1,0
311,2015,11,8,2015-11-08,311,6,8994,96721,0.0,,USC00186350,0.15,67.0,46.0,4489.0,2116.0,2015-11-08,0,0,0,0,0,0,1
312,2015,11,9,2015-11-09,312,0,6715,97344,0.0,,USC00186350,0.0,59.0,34.0,3481.0,1156.0,2015-11-09,1,0,0,0,0,0,0
313,2015,11,10,2015-11-10,313,1,5773,97969,0.0,,USC00186350,0.72,66.0,39.0,4356.0,1521.0,2015-11-10,0,1,0,0,0,0,0
314,2015,11,11,2015-11-11,314,2,8901,98596,0.0,,USC00186350,0.1,70.0,53.0,4900.0,2809.0,2015-11-11,0,0,1,0,0,0,0
315,2015,11,12,2015-11-12,315,3,8476,99225,0.0,,USC00186350,0.0,64.0,47.0,4096.0,2209.0,2015-11-12,0,0,0,1,0,0,0
316,2015,11,13,2015-11-13,316,4,9262,99856,0.0,,USC00186350,0.0,65.0,48.0,4225.0,2304.0,2015-11-13,0,0,0,0,1,0,0
317,2015,11,14,2015-11-14,317,5,7171,100489,0.0,,USC00186350,0.0,61.0,46.0,3721.0,2116.0,2015-11-14,0,0,0,0,0,1,0
318,2015,11,15,2015-11-15,318,6,7441,101124,0.0,,USC00186350,0.0,55.0,34.0,3025.0,1156.0,2015-11-15,0,0,0,0,0,0,1
319,2015,11,16,2015-11-16,319,0,9156,101761,0.0,,USC00186350,0.0,65.0,38.0,4225.0,1444.0,2015-11-16,1,0,0,0,0,0,0
320,2015,11,17,2015-11-17,320,1,9226,102400,0.0,,USC00186350,0.0,70.0,41.0,4900.0,1681.0,2015-11-17,0,1,0,0,0,0,0
321,2015,11,18,2015-11-18,321,2,9768,103041,0.0,,USC00186350,0.0,62.0,44.0,3844.0,1936.0,2015-11-18,0,0,1,0,0,0,0
322,2015,11,19,2015-11-19,322,3,6255,103684,0.0,,USC00186350,0.06,67.0,50.0,4489.0,2500.0,2015-11-19,0,0,0,1,0,0,0
323,2015,11,20,2015-11-20,323,4,9097,104329,0.0,,USC00186350,0.66,71.0,49.0,5041.0,2401.0,2015-11-20,0,0,0,0,1,0,0
324,2015,11,21,2015-11-21,324,5,7299,104976,0.0,,USC00186350,0.0,57.0,31.0,3249.0,961.0,2015-11-21,0,0,0,0,0,1,0
325,2015,11,22,2015-11-22,325,6,4948,105625,0.0,,USC00186350,0.0,55.0,39.0,3025.0,1521.0,2015-11-22,0,0,0,0,0,0,1
326,2015,11,23,2015-11-23,326,0,6601,106276,0.0,,USC00186350,0.0,48.0,32.0,2304.0,1024.0,2015-11-23,1,0,0,0,0,0,0
327,2015,11,24,2015-11-24,327,1,7500,106929,0.0,,USC00186350,0.0,43.0,29.0,1849.0,841.0,2015-11-24,0,1,0,0,0,0,0
328,2015,11,25,2015-11-25,328,2,6864,107584,0.0,,USC00186350,0.0,55.0,34.0,3025.0,1156.0,2015-11-25,0,0,1,0,0,0,0
329,2015,11,26,2015-11-26,329,3,3394,108241,0.0,,USC00186350,0.0,58.0,35.0,3364.0,1225.0,2015-11-26,0,0,0,1,0,0,0
330,2015,11,27,2015-11-27,330,4,6240,108900,0.0,,USC00186350,0.0,64.0,38.0,4096.0,1444.0,2015-11-27,0,0,0,0,1,0,0
331,2015,11,28,2015-11-28,331,5,6418,109561,0.0,,USC00186350,0.0,67.0,43.0,4489.0,1849.0,2015-11-28,0,0,0,0,0,1,0
332,2015,11,29,2015-11-29,332,6,2877,110224,0.0,,USC00186350,0.13,67.0,43.0,4489.0,1849.0,2015-11-29,0,0,0,0,0,0,1
333,2015,11,30,2015-11-30,333,0,4160,110889,0.0,,USC00186350,0.07,50.0,40.0,2500.0,1600.0,2015-11-30,1,0,0,0,0,0,0
334,2015,12,1,2015-12-01,334,1,3954,111556,0.0,,USC00186350,0.41,53.0,38.0,2809.0,1444.0,2015-12-01,0,1,0,0,0,0,0
335,2015,12,2,2015-12-02,335,2,5740,112225,0.0,,USC00186350,0.62,59.0,53.0,3481.0,2809.0,2015-12-02,0,0,1,0,0,0,0
336,2015,12,3,2015-12-03,336,3,7969,112896,0.0,,USC00186350,0.17,64.0,42.0,4096.0,1764.0,2015-12-03,0,0,0,1,0,0,0
337,2015,12,4,2015-12-04,337,4,7940,113569,0.0,,USC00186350,0.0,50.0,35.0,2500.0,1225.0,2015-12-04,0,0,0,0,1,0,0
338,2015,12,5,2015-12-05,338,5,7086,114244,0.0,,USC00186350,0.0,51.0,30.0,2601.0,900.0,2015-12-05,0,0,0,0,0,1,0
339,2015,12,6,2015-12-06,339,6,5980,114921,0.0,,USC00186350,0.0,51.0,30.0,2601.0,900.0,2015-12-06,0,0,0,0,0,0,1
340,2015,12,7,2015-12-07,340,0,7928,115600,0.0,,USC00186350,0.0,51.0,30.0,2601.0,900.0,2015-12-07,1,0,0,0,0,0,0
341,2015,12,8,2015-12-08,341,1,8458,116281,0.0,,USC00186350,0.0,59.0,33.0,3481.0,1089.0,2015-12-08,0,1,0,0,0,0,0
342,2015,12,9,2015-12-09,342,2,7982,116964,0.0,,USC00186350,0.0,55.0,33.0,3025.0,1089.0,2015-12-09,0,0,1,0,0,0,0
343,2015,12,10,2015-12-10,343,3,8685,117649,0.0,,USC00186350,0.0,51.0,39.0,2601.0,1521.0,2015-12-10,0,0,0,1,0,0,0
344,2015,12,11,2015-12-11,344,4,8722,118336,0.0,,USC00186350,0.0,62.0,38.0,3844.0,1444.0,2015-12-11,0,0,0,0,1,0,0
